#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov om fuldbyrdelse af straf m.v., jf. lovbekendtgørelse nr. 1242 af 11. november 2015, foretages følgende ændringer:";"1242";"2015";"lov om fuldbyrdelse af straf m.v.";"lovbekendtgørelse"
"I straffeloven, jf. lovbekendtgørelse nr. 873 af 9. juli 2015, som ændret ved lov nr. 1880 af 29. december 2015, foretages følgende ændring:";"873";"2015";"straffeloven";"lovbekendtgørelse"
"I lov om fremme af vedvarende energi, jf. lovbekendtgørelse nr. 1288 af 27. oktober 2016, som ændret senest ved § 7 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"1288";"2016";"lov om fremme af vedvarende energi";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 1284 af 17. november 2015, som ændret ved § 1 i lov nr. 495 af 21. maj 2013, § 1 i lov nr. 722 af 25. juni 2014, lov nr. 1576 af 15. december 2015, lov nr. 1894 af 29. december 2015 og § 2 i lov nr. 133 af 16. februar 2016, foretages følgende ændring:";"1284";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om naturbeskyttelse, jf. lovbekendtgørelse nr. 1217 af 28. september 2016, foretages følgende ændringer:";"1217";"2016";"lov om naturbeskyttelse";"lovbekendtgørelse"
"I lov om miljøbeskyttelse, jf. lovbekendtgørelse nr. 1189 af 27. september 2016, foretages følgende ændringer:";"1189";"2016";"lov om miljøbeskyttelse";"lovbekendtgørelse"
"I lov om råstoffer, jf. lovbekendtgørelse nr. 1218 af 28. september 2016, som ændret ved § 3 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"1218";"2016";"lov om råstoffer";"lovbekendtgørelse"
"I lov om vandløb, jf. lovbekendtgørelse nr. 1219 af 28. september 2016, foretages følgende ændringer:";"1219";"2016";"lov om vandløb";"lovbekendtgørelse"
"I lov om skove, jf. lovbekendtgørelse nr. 1577 af 8. december 2015, foretages følgende ændringer:";"1577";"2015";"lov om skove";"lovbekendtgørelse"
"I lov om jagt og vildtforvaltning, jf. lovbekendtgørelse nr. 1617 af 8. december 2015, foretages følgende ændringer:";"1617";"2015";"lov om jagt og vildtforvaltning";"lovbekendtgørelse"
"I lov om miljøvurdering af planer og programmer, jf. lovbekendtgørelse nr. 1533 af 10. december 2015, som ændret ved § 58 i lov nr. 425 af 18. maj 2016, foretages følgende ændringer:";"1533";"2015";"lov om miljøvurdering af planer og programmer";"lovbekendtgørelse"
"I lov om nationalparker, jf. lovbekendtgørelse nr. 1202 af 28. september 2016, foretages følgende ændringer:";"1202";"2016";"lov om nationalparker";"lovbekendtgørelse"
"I lov om beskyttelse af de ydre koge i Tøndermarsken, jf. lovbekendtgørelse nr. 1621 af 10. december 2015, foretages følgende ændringer:";"1621";"2015";"lov om beskyttelse af de ydre koge i Tøndermarsken";"lovbekendtgørelse"
"I lov om vandforsyning m.v., jf. lovbekendtgørelse nr. 1204 af 28. september 2016, foretages følgende ændringer:";"1204";"2016";"lov om vandforsyning m.v.";"lovbekendtgørelse"
"I lov om forurenet jord, jf. lovbekendtgørelse nr. 1190 af 27. september 2016, foretages følgende ændringer:";"1190";"2016";"lov om forurenet jord";"lovbekendtgørelse"
"I lov om aktindsigt i miljøoplysninger, jf. lovbekendtgørelse nr. 1036 af 18. august 2015, foretages følgende ændringer:";"1036";"2015";"lov om aktindsigt i miljøoplysninger";"lovbekendtgørelse"
"I miljømålsloven, jf. lovbekendtgørelse nr. 1251 af 29. september 2016, foretages følgende ændringer:";"1251";"2016";"miljømålsloven";"lovbekendtgørelse"
"I lov om miljøgodkendelse m.v. af husdyrbrug, jf. lovbekendtgørelse nr. 442 af 13. maj 2016, som ændret ved § 15 i lov nr. 341 af 27. april 2011 og § 1 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"442";"2016";"lov om miljøgodkendelse m.v. af husdyrbrug";"lovbekendtgørelse"
"I lov om beskyttelse af havmiljøet, jf. lovbekendtgørelse nr. 1216 af 28. september 2016, som ændret ved § 2 i lov nr. 427 af 18. maj 2016, foretages følgende ændringer:";"1216";"2016";"lov om beskyttelse af havmiljøet";"lovbekendtgørelse"
"I lov om miljø og genteknologi, jf. lovbekendtgørelse nr. 840 af 3. juli 2015, som ændret ved § 2 i lov nr. 646 af 8. juni 2016, foretages følgende ændringer:";"840";"2015";"lov om miljø og genteknologi";"lovbekendtgørelse"
"I lov om dyrkning m.v. af genetisk modificerede afgrøder, jf. lovbekendtgørelse nr. 695 af 9. juni 2016, foretages følgende ændring:";"695";"2016";"lov om dyrkning m.v. af genetisk modificerede afgrøder";"lovbekendtgørelse"
"I miljøskadeloven, jf. lovbekendtgørelse nr. 1191 af 27. september 2016, foretages følgende ændringer:";"1191";"2016";"miljøskadeloven";"lovbekendtgørelse"
"I lov om vurdering og styring af oversvømmelsesrisikoen fra vandløb og søer, jf. lovbekendtgørelse nr. 1618 af 10. december 2015, som ændret ved § 2 i lov nr. 1631 af 26. december 2013, foretages følgende ændringer:";"1618";"2015";"lov om vurdering og styring af oversvømmelsesrisikoen fra vandløb og søer";"lovbekendtgørelse"
"I museumsloven, jf. lovbekendtgørelse nr. 358 af 8. april 2014, foretages følgende ændringer:";"358";"2014";"museumsloven";"lovbekendtgørelse"
"I lov om havstrategi, jf. lovbekendtgørelse nr. 1203 af 28. september 2016, foretages følgende ændringer:";"1203";"2016";"lov om havstrategi";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 1529 af 23. november 2015, som ændret bl.a. ved § 4 i lov nr. 427 af 18. maj 2016 og senest ved § 25 i lov nr. 615 af 8. juni 2016, foretages følgende ændringer:";"1529";"2015";"lov om planlægning";"lovbekendtgørelse"
"I lov om indkøbsforeninger for mindre virksomheder i landdistrikterne, jf. lovbekendtgørelse nr. 999 af 19. august 2010, foretages følgende ændring:";"999";"2010";"lov om indkøbsforeninger for mindre virksomheder i landdistrikterne";"lovbekendtgørelse"
"I lov om læhegn og tilskud til læplantning, jf. lovbekendtgørelse nr. 1845 af 14. december 2015, som ændret ved lov nr. 15 af 14. januar 1998, foretages følgende ændring:";"1845";"2015";"lov om læhegn og tilskud til læplantning";"lovbekendtgørelse"
"I lov om ophørsstøtte til erhvervsfiskere, jf. lovbekendtgørelse nr. 1748 af 14. december 2015, foretages følgende ændring:";"1748";"2015";"lov om ophørsstøtte til erhvervsfiskere";"lovbekendtgørelse"
"I lov om ophørsstøtte til jordbrugere, jf. lovbekendtgørelse nr. 1813 af 14. december 2015, foretages følgende ændring:";"1813";"2015";"lov om ophørsstøtte til jordbrugere";"lovbekendtgørelse"
"I lov om støtte til jordbrugets strukturudvikling og til økologisk produktion inden for jordbrug og fiskeri m.v., jf. lovbekendtgørelse nr. 784 af 23. juni 2016, foretages følgende ændringer:";"784";"2016";"lov om støtte til jordbrugets strukturudvikling og til økologisk produktion inden for jordbrug og fiskeri m.v.";"lovbekendtgørelse"
"I innovationsloven, jf. lovbekendtgørelse nr. 1695 af 14. december 2015, foretages følgende ændring:";"1695";"2015";"innovationsloven";"lovbekendtgørelse"
"I lov om Kongeriget Danmarks Fiskeribank, jf. lovbekendtgørelse nr. 779 af 23. juni 2016, foretages følgende ændringer:";"779";"2016";"lov om Kongeriget Danmarks Fiskeribank";"lovbekendtgørelse"
"I lov om strukturforanstaltninger vedrørende fiskerisektoren, jf. lovbekendtgørelse nr. 783 af 23. juni 2016, foretages følgende ændring:";"783";"2016";"lov om strukturforanstaltninger vedrørende fiskerisektoren";"lovbekendtgørelse"
"I lov om jordfordeling og offentligt køb og salg af fast ejendom til jordbrugsmæssige formål m.m. (jordfordelingsloven), jf. lovbekendtgørelse nr. 696 af 9. juni 2016, foretages følgende ændring:";"696";"2016";"lov om jordfordeling og offentligt køb og salg af fast ejendom til jordbrugsmæssige formål m.m. (jordfordelingsloven)";"lovbekendtgørelse"
"I økologiloven, jf. lovbekendtgørelse nr. 1657 af 14. december 2015, foretages følgende ændring:";"1657";"2015";"økologiloven";"lovbekendtgørelse"
"I lov om gødning og jordforbedringsmidler m.v., jf. lovbekendtgørelse nr. 417 af 3. maj 2011, foretages følgende ændring:";"417";"2011";"lov om gødning og jordforbedringsmidler m.v.";"lovbekendtgørelse"
"I lov om foderstoffer, jf. lovbekendtgørelse nr. 477 af 15. maj 2014, foretages følgende ændring:";"477";"2014";"lov om foderstoffer";"lovbekendtgørelse"
"I lov om fødevarer, jf. lovbekendtgørelse nr. 43 af 12. januar 2016, foretages følgende ændring:";"43";"2016";"lov om fødevarer";"lovbekendtgørelse"
"I dyreværnsloven, jf. lovbekendtgørelse nr. 1019 af 29. juni 2016, foretages følgende ændring:";"1019";"2016";"dyreværnsloven";"lovbekendtgørelse"
"I lov om udendørs hold af svin, jf. lovbekendtgørelse nr. 1148 af 12. september 2015, foretages følgende ændring:";"1148";"2015";"lov om udendørs hold af svin";"lovbekendtgørelse"
"I lov om hold af malkekvæg og afkom af malkekvæg, jf. lovbekendtgørelse nr. 470 af 15. maj 2014, foretages følgende ændring:";"470";"2014";"lov om hold af malkekvæg og afkom af malkekvæg";"lovbekendtgørelse"
"I lov om hold af slagtekyllinger, jf. lovbekendtgørelse nr. 468 af 15. maj 2014, foretages følgende ændring:";"468";"2014";"lov om hold af slagtekyllinger";"lovbekendtgørelse"
"I lov om hold af slagtekalkuner, jf. lovbekendtgørelse nr. 476 af 15. maj 2014, foretages følgende ændring:";"476";"2014";"lov om hold af slagtekalkuner";"lovbekendtgørelse"
"I lov om hold af heste, jf. lovbekendtgørelse nr. 472 af 15. maj 2014, foretages følgende ændring:";"472";"2014";"lov om hold af heste";"lovbekendtgørelse"
"I lov om sikring af dyrepatogener, jf. lovbekendtgørelse nr. 475 af 15. maj 2014, foretages følgende ændring:";"475";"2014";"lov om sikring af dyrepatogener";"lovbekendtgørelse"
"I lov om landbrugsejendomme, jf. lovbekendtgørelse nr. 389 af 27. april 2016, foretages følgende ændring:";"389";"2016";"lov om landbrugsejendomme";"lovbekendtgørelse"
"I lov om apoteksvirksomhed, jf. lovbekendtgørelse nr. 1040 af 3. september 2014, som ændret ved § 1 i lov nr. 580 af 4. maj 2015 og § 4 i lov nr. 656 af 8. juni 2016, foretages følgende ændringer:";"1040";"2014";"lov om apoteksvirksomhed";"lovbekendtgørelse"
"I lov om kystbeskyttelse, jf. lovbekendtgørelse nr. 15 af 8. januar 2016, foretages følgende ændringer:";"15";"2016";"lov om kystbeskyttelse";"lovbekendtgørelse"
"I lov om behandling af oplysninger om brug af plantebeskyttelsesmidler i jordbruget, jf. lovbekendtgørelse nr. 249 af 28. februar 2013, foretages følgende ændring:";"249";"2013";"lov om behandling af oplysninger om brug af plantebeskyttelsesmidler i jordbruget";"lovbekendtgørelse"
"I landbrugsstøtteloven, jf. lovbekendtgørelse nr. 1586 af 14. december 2015, foretages følgende ændring:";"1586";"2015";"landbrugsstøtteloven";"lovbekendtgørelse"
"I lov om visse landdistriktsrelaterede tilskudsordninger m.v., jf. lovbekendtgørelse nr. 782 af 23. juni 2016, foretages følgende ændringer:";"782";"2016";"lov om visse landdistriktsrelaterede tilskudsordninger m.v.";"lovbekendtgørelse"
"I lov om Grønt Udviklings- og Demonstrationsprogram, jf. lovbekendtgørelse nr. 1706 af 14. december 2015, foretages følgende ændringer:";"1706";"2015";"lov om Grønt Udviklings- og Demonstrationsprogram";"lovbekendtgørelse"
"I lov om hold af dyr, jf. lovbekendtgørelse nr. 466 af 15. maj 2014, foretages følgende ændring:";"466";"2014";"lov om hold af dyr";"lovbekendtgørelse"
"I fiskeriloven, jf. lovbekendtgørelse nr. 568 af 21. maj 2014, foretages følgende ændringer:";"568";"2014";"fiskeriloven";"lovbekendtgørelse"
"I lov om drift af landbrugsjorder, jf. lovbekendtgørelse nr. 191 af 12. marts 2009, foretages følgende ændring:";"191";"2009";"lov om drift af landbrugsjorder";"lovbekendtgørelse"
"I lov om biavl, jf. lovbekendtgørelse nr. 197 af 12. marts 2009, foretages følgende ændring:";"197";"2009";"lov om biavl";"lovbekendtgørelse"
"I lov om planteskadegørere, jf. lovbekendtgørelse nr. 198 af 12. marts 2009, foretages følgende ændring:";"198";"2009";"lov om planteskadegørere";"lovbekendtgørelse"
"I lov om dyrlæger, jf. lovbekendtgørelse nr. 1149 af 12. september 2015, foretages følgende ændring:";"1149";"2015";"lov om dyrlæger";"lovbekendtgørelse"
"I lov om hunde, jf. lovbekendtgørelse nr. 76 af 21. januar 2015, foretages følgende ændring:";"76";"2015";"lov om hunde";"lovbekendtgørelse"
"I lov om plantenyheder, jf. lovbekendtgørelse nr. 190 af 12. marts 2009, foretages følgende ændring:";"190";"2009";"lov om plantenyheder";"lovbekendtgørelse"
"I lov om refinansiering af realkreditlån m.v. i landbrugsejendomme, jf. lovbekendtgørelse nr. 780 af 23. juni 2016, foretages følgende ændringer:";"780";"2016";"lov om refinansiering af realkreditlån m.v. i landbrugsejendomme";"lovbekendtgørelse"
"I lov om støtte til miljøforbedrende investeringer i mindre landbrug m.v., jf. lovbekendtgørelse nr. 785 af 23. juni 2016, foretages følgende ændringer:";"785";"2016";"lov om støtte til miljøforbedrende investeringer i mindre landbrug m.v.";"lovbekendtgørelse"
"I lov om arbejdsmiljø, jf. lovbekendtgørelse nr. 1072 af 7. september 2010, som ændret bl.a. ved lov nr. 1538 af 21. december 2010 og senest ved § 37 i lov nr. 426 af 18. maj 2016, foretages følgende ændringer:";"1072";"2010";"lov om arbejdsmiljø";"lovbekendtgørelse"
"I lov om arbejdsskadesikring, jf. lovbekendtgørelse nr. 278 af 14. marts 2013, som ændret senest ved § 1 i lov nr. 395 af 2. maj 2016, foretages følgende ændringer:";"278";"2013";"lov om arbejdsskadesikring";"lovbekendtgørelse"
"I lov om udstationering af lønmodtagere m.v., jf. lovbekendtgørelse nr. 342 af 4. april 2014, som ændret ved lov nr. 175 af 24. februar 2015 og lov nr. 626 af 8. juni 2016, foretages følgende ændringer:";"342";"2014";"lov om udstationering af lønmodtagere m.v.";"lovbekendtgørelse"
"I lov om arbejdsløshedsforsikring m.v., jf. lovbekendtgørelse nr. 832 af 7. juli 2015, som ændret senest ved § 4 i lov nr. 628 af 8. juni 2016, foretages følgende ændring:";"832";"2015";"lov om arbejdsløshedsforsikring m.v.";"lovbekendtgørelse"
"I beredskabsloven, jf. lovbekendtgørelse nr. 660 af 10. juni 2009, som ændret ved lov nr. 514 af 26. maj 2014 og § 1 i lov nr. 634 af 8. juni 2016, foretages følgende ændringer:";"660";"2009";"beredskabsloven";"lovbekendtgørelse"
"I lov om tinglysning, jf. lovbekendtgørelse nr. 1075 af 30. september 2014, som ændret ved § 15 i lov nr. 573 af 4. maj 2015 og § 2 i lov nr. 580 af 4. maj 2015, foretages følgende ændringer:";"1075";"2014";"lov om tinglysning";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1257 af 13. oktober 2016, foretages følgende ændringer:";"1257";"2016";"retsplejeloven";"lovbekendtgørelse"
"I lov om realkreditlån og realkreditobligationer m.v., jf. lovbekendtgørelse nr. 959 af 21. august 2015, som ændret ved § 8 i lov nr. 1563 af 15. december 2015, foretages følgende ændringer:";"959";"2015";"lov om realkreditlån og realkreditobligationer m.v.";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret senest ved § 2 i lov nr. 632 af 8. juni 2016, foretages følgende ændring:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om afgift af tinglysning og registrering af ejer- og panterettigheder m.v., jf. lovbekendtgørelse nr. 462 af 14. maj 2007, som ændret bl.a. ved § 14 i lov nr. 221 af 21. marts 2011 og senest ved § 3 i lov nr. 1569 af 15. december 2015, foretages følgende ændringer:";"462";"2007";"lov om afgift af tinglysning og registrering af ejer- og panterettigheder m.v.";"lovbekendtgørelse"
"I lov om politiets virksomhed, jf. lovbekendtgørelse nr. 956 af 20. august 2015, foretages følgende ændringer:";"956";"2015";"lov om politiets virksomhed";"lovbekendtgørelse"
"I straffeloven, jf. lovbekendtgørelse nr. 1052 af 4. juli 2016, foretages følgende ændringer:";"1052";"2016";"straffeloven";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1257 af 13. oktober 2016, foretages følgende ændringer:";"1257";"2016";"retsplejeloven";"lovbekendtgørelse"
"I lov om fuldbyrdelse af straf m.v., jf. lovbekendtgørelse nr. 1242 af 11. november 2015, som ændret ved lov nr. 169 af 27. februar 2016 og § 1 i lov nr. 641 af 8. juni 2016, foretages følgende ændring:";"1242";"2015";"lov om fuldbyrdelse af straf m.v.";"lovbekendtgørelse"
"I lov om Politiets Efterretningstjeneste (PET), jf. lovbekendtgørelse nr. 1600 af 19. december 2014, som ændret ved § 1 i lov nr. 1881 af 29. december 2015, foretages følgende ændringer:";"1600";"2014";"lov om Politiets Efterretningstjeneste (PET)";"lovbekendtgørelse"
"I straffeloven, jf. lovbekendtgørelse nr. 1052 af 4. juli 2016, foretages følgende ændringer:";"1052";"2016";"straffeloven";"lovbekendtgørelse"
"I lov om fuldbyrdelse af straf m.v., jf. lovbekendtgørelse nr. 1242 af 11. november 2015, som ændret ved lov nr. 169 af 27. februar 2016 og § 1 i lov nr. 641 af 8. juni 2016, foretages følgende ændringer:";"1242";"2015";"lov om fuldbyrdelse af straf m.v.";"lovbekendtgørelse"
"I lov om erstatningsansvar, jf. lovbekendtgørelse nr. 266 af 21. marts 2014, som ændret ved lov nr. 1493 af 23. december 2014 og § 16 i lov nr. 395 af 2. maj 2016, foretages følgende ændringer:";"266";"2014";"lov om erstatningsansvar";"lovbekendtgørelse"
"I lov om tv-overvågning, jf. lovbekendtgørelse nr. 1190 af 11. oktober 2007, som ændret ved lov nr. 713 af 25. juni 2010, § 1 i lov nr. 422 af 10. maj 2011 og § 1 i lov nr. 736 af 25. juni 2014, foretages følgende ændring:";"1190";"2007";"lov om tv-overvågning";"lovbekendtgørelse"
"I lov om ægteskabs indgåelse og opløsning, jf. lovbekendtgørelse nr. 1818 af 23. december 2015, foretages følgende ændring:";"1818";"2015";"lov om ægteskabs indgåelse og opløsning";"lovbekendtgørelse"
"I lov om kemikalier, jf. lovbekendtgørelse nr. 849 af 24. juni 2014, foretages følgende ændring:";"849";"2014";"lov om kemikalier";"lovbekendtgørelse"
"I lov om råstoffer, jf. lovbekendtgørelse nr. 1218 af 28. september 2016, som ændret ved § 3 i lov nr. 427 af 18. maj 2016, foretages følgende ændring:";"1218";"2016";"lov om råstoffer";"lovbekendtgørelse"
"I lov om stormflod og stormfald, jf. lovbekendtgørelse nr. 1129 af 20. oktober 2014, foretages følgende ændring:";"1129";"2014";"lov om stormflod og stormfald";"lovbekendtgørelse"
"I lov om hold af malkekvæg og afkom af malkekvæg, jf. lovbekendtgørelse nr. 470 af 15. maj 2014, foretages følgende ændringer:";"470";"2014";"lov om hold af malkekvæg og afkom af malkekvæg";"lovbekendtgørelse"
"I lov om kystbeskyttelse, jf. lovbekendtgørelse nr. 15 af 8. januar 2016, foretages følgende ændringer:";"15";"2016";"lov om kystbeskyttelse";"lovbekendtgørelse"
"I lov for Grønland om visse spil, jf. lovbekendtgørelse nr. 336 af 7. april 2016, foretages følgende ændringer:";"336";"2016";"lov for Grønland om visse spil";"lovbekendtgørelse"
"I lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed, jf. lovbekendtgørelse nr. 1356 af 23. oktober 2016, foretages følgende ændringer:";"1356";"2016";"lov om autorisation af sundhedspersoner og om sundhedsfaglig virksomhed";"lovbekendtgørelse"
"I lov om en brancheadministreret registreringsordning for alternative behandlere, lov nr. 351 af 19. maj 2004, foretages følgende ændringer:";"351";"2004";"lov om en brancheadministreret registreringsordning for alternative behandlere";"lov"
"I lov om regionernes finansiering, jf. lovbekendtgørelse nr. 797 af 27. juni 2011, som ændret ved lov nr. 584 af 18. juni 2012 og § 4 i lov nr. 1258 af 18. december 2012, foretages følgende ændringer:";"797";"2011";"lov om regionernes finansiering";"lovbekendtgørelse"
"I lov om apotekervirksomhed, jf. lovbekendtgørelse nr. 1040 af 3. september 2014, som ændret ved § 1 i lov nr. 580 af 4. maj 2015 og § 4 i lov nr. 656 af 8. juni 2016, foretages følgende ændringer:";"1040";"2014";"lov om apotekervirksomhed";"lovbekendtgørelse"
"I lov om lægemidler, jf. lovbekendtgørelse nr. 506 af 20. april 2013, som ved § 1 i lov nr. 518 af 26. maj 2014, § 2 i lov nr. 542 af 29. april 2015, § 36 i lov nr. 426 af 18. maj 2016 og § 38 i lov nr. 620 af 8. juni 2016, foretages følgende ændring:";"506";"2013";"lov om lægemidler";"lovbekendtgørelse"
"I sundhedsloven, jf. lovbekendtgørelse nr. 1188 af 24. september 2016, som ændret ved § 33 i lov nr. 618 af 8. juni 2016 og § 39 i lov nr. 620 af 8. juni 2016, foretages følgende ændringer:";"1188";"2016";"sundhedsloven";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1386 af 11. december 2013, som ændret senest ved lov nr. 660 af 8. juni 2016, foretages følgende ændringer:";"1386";"2013";"færdselsloven";"lovbekendtgørelse"
"I færdselsloven, jf. lovbekendtgørelse nr. 1386 af 11. december 2013, som ændret senest ved lov nr. 660 af 8. juni 2016, foretages følgende ændring:";"1386";"2013";"færdselsloven";"lovbekendtgørelse"
"I lov om adgangsregulering ved videregående uddannelser, jf. lovbekendtgørelse nr. 583 af 1. juni 2014, som ændret ved § 7 i lov nr. 1377 af 16. december 2014, foretages følgende ændring:";"583";"2014";"lov om adgangsregulering ved videregående uddannelser";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 412 af 9. maj 2016, som ændret senest ved lov nr. 1561 af 13. december 2016, foretages følgende ændringer:";"412";"2016";"udlændingeloven";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 412 af 9. maj 2016, som ændret senest ved lov nr. 1561 af 13. december 2016, foretages følgende ændringer:";"412";"2016";"udlændingeloven";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 412 af 9. maj 2016, som ændret bl.a. ved lov nr. 661 af 8. juni 2016 og lov nr. 612 af 8. juni 2016 og senest ved lov nr. 1561 af 13. december 2016, foretages følgende ændringer:";"412";"2016";"udlændingeloven";"lovbekendtgørelse"
"I kildeskatteloven, jf. lovbekendtgørelse nr. 117 af 29. januar 2016, som ændret ved § 3 i lov nr. 1884 af 29. december 2015, § 2 i lov nr. 428 af 18. maj 2016, § 8 i lov nr. 652 af 8. juni 2016 og § 4 i lov nr. 1554 af 13. december 2016, foretages følgende ændringer:";"117";"2016";"kildeskatteloven";"lovbekendtgørelse"
"I lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v., jf. lovbekendtgørelse nr. 750 af 21. juni 2016, foretages følgende ændringer:";"750";"2016";"lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v.";"lovbekendtgørelse"
"I lov om institutioner for erhvervsrettet uddannelse, jf. lovbekendtgørelse nr. 749 af 21. juni 2016, foretages følgende ændringer:";"749";"2016";"lov om institutioner for erhvervsrettet uddannelse";"lovbekendtgørelse"
"I lov om pædagogikum i de gymnasiale uddannelser, jf. lovbekendtgørelse nr. 1276 af 11. november 2013, foretages følgende ændringer:";"1276";"2013";"lov om pædagogikum i de gymnasiale uddannelser";"lovbekendtgørelse"
"I lov om Danmarks Evalueringsinstitut, jf. lovbekendtgørelse nr. 782 af 15. juni 2015, foretages følgende ændringer:";"782";"2015";"lov om Danmarks Evalueringsinstitut";"lovbekendtgørelse"
"I lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v., jf. lovbekendtgørelse nr. 773 af 10. juni 2015, foretages følgende ændringer:";"773";"2015";"lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v.";"lovbekendtgørelse"
"I lov om studiekompetencegivende eksamen i forbindelse med erhvervsuddannelse (eux), jf. lovbekendtgørelse nr. 961 af 1. september 2014, foretages følgende ændringer:";"961";"2014";"lov om studiekompetencegivende eksamen i forbindelse med erhvervsuddannelse (eux)";"lovbekendtgørelse"
"I lov om erhvervsuddannelser, jf. lovbekendtgørelse nr. 1077 af 8. juli 2016, foretages følgende ændringer:";"1077";"2016";"lov om erhvervsuddannelser";"lovbekendtgørelse"
"I lov om frikommuner m.v., jf. lovbekendtgørelse nr. 1027 af 20. august 2013, som ændret ved § 7 i lov nr. 555 af 2. juni 2014, lov nr. 1380 af 16. december 2014, § 12 i lov nr. 1000 af 30. august 2015 og § 5 i lov nr. 300 af 22. marts 2016, foretages følgende ændring:";"1027";"2013";"lov om frikommuner m.v.";"lovbekendtgørelse"
"I lov om folkeskolen, jf. lovbekendtgørelse nr. 747 af 20. juni 2016, foretages følgende ændringer:";"747";"2016";"lov om folkeskolen";"lovbekendtgørelse"
"I lov om ungdomsskoler, jf. lovbekendtgørelse nr. 375 af 4. april 2014, foretages følgende ændringer:";"375";"2014";"lov om ungdomsskoler";"lovbekendtgørelse"
"I lov om friskoler og private grundskoler m.v., jf. lovbekendtgørelse nr. 1075 af 8. juli 2016, som ændret ved § 1 i lov nr. 1563 af 13. december 2016, foretages følgende ændringer:";"1075";"2016";"lov om friskoler og private grundskoler m.v.";"lovbekendtgørelse"
"I lov om efterskoler og frie fagskoler, jf. lovbekendtgørelse nr. 1076 af 8. juli 2016, som ændret ved § 2 i lov nr. 1563 af 13. december 2016, foretages følgende ændringer:";"1076";"2016";"lov om efterskoler og frie fagskoler";"lovbekendtgørelse"
"I lov om betaling for visse uddannelsesaktiviteter i forbindelse med lov om en aktiv beskæftigelsesindsats m.m., jf. lovbekendtgørelse nr. 753 af 21. juni 2016, foretages følgende ændringer:";"753";"2016";"lov om betaling for visse uddannelsesaktiviteter i forbindelse med lov om en aktiv beskæftigelsesindsats m.m.";"lovbekendtgørelse"
"I lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v., jf. lovbekendtgørelse nr. 777 af 23. juni 2016, foretages følgende ændringer:";"777";"2016";"lov om åben uddannelse (erhvervsrettet voksenuddannelse) m.v.";"lovbekendtgørelse"
"I lov om maritime uddannelser, jf. lovbekendtgørelse nr. 660 af 16. maj 2015, som ændret ved § 4 i lov nr. 411 af 11. maj 2016, foretages følgende ændring:";"660";"2015";"lov om maritime uddannelser";"lovbekendtgørelse"
"I SU-loven, jf. lovbekendtgørelse nr. 39 af 15. januar 2014, som ændret ved § 1 i lov nr. 521 af 26. maj 2014, § 1 i lov nr. 633 af 12. maj 2015 og § 42 i lov nr. 628 af 8. juni 2016, foretages følgende ændringer:";"39";"2014";"SU-loven";"lovbekendtgørelse"
"I lov om Arbejdsgivernes Uddannelsesbidrag, jf. lovbekendtgørelse nr. 1033 af 30. juni 2016, foretages følgende ændringer:";"1033";"2016";"lov om Arbejdsgivernes Uddannelsesbidrag";"lovbekendtgørelse"
"I lov om erhvervsuddannelser, jf. lovbekendtgørelse nr. 1077 af 8. juli 2016, foretages følgende ændringer:";"1077";"2016";"lov om erhvervsuddannelser";"lovbekendtgørelse"
"I lov om forberedende voksenundervisning og ordblindeundervisning for voksne, jf. lovbekendtgørelse nr. 380 af 19. april 2011, foretages følgende ændringer:";"380";"2011";"lov om forberedende voksenundervisning og ordblindeundervisning for voksne";"lovbekendtgørelse"
"I lov om produktionsskoler, jf. lovbekendtgørelse nr. 781 af 15. juni 2015, foretages følgende ændringer:";"781";"2015";"lov om produktionsskoler";"lovbekendtgørelse"
"I lov om efterskoler og frie fagskoler, jf. lovbekendtgørelse nr. 1076 af 8. juli 2016, som ændret ved § 2 i lov nr. 1563 af 13. december 2016, foretages følgende ændringer:";"1076";"2016";"lov om efterskoler og frie fagskoler";"lovbekendtgørelse"
