#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov nr. 899 af 4. juli 2013 om ændring af SU-loven, lov om befordringsrabat til studerende ved videregående uddannelser og lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v. (Ændring af reglerne om støttetid, begrænsninger i adgangen til Statens Uddannelsesstøtte til ungdomsuddannelser, nye støttesatser for hjemmeboende, ændret satsregulering i perioden 2014-2021, øget støtte til befordringsgodtgørelse m.v.), som ændret ved § 2 i lov nr. 749 af 25. juni 2014, foretages følgende ændringer:";"899";"2013";"om ændring af SU-loven, lov om befordringsrabat til studerende ved videregående uddannelser og lov om befordringsrabat til uddannelsessøgende i ungdomsuddannelser m.v. (Ændring af reglerne om støttetid, begrænsninger i adgangen til Statens Uddannelsesstøtte til ungdomsuddannelser, nye støttesatser for hjemmeboende, ændret satsregulering i perioden 2014-2021, øget støtte til befordringsgodtgørelse m.v.), som ændret ved § 2 i lov nr. 749 af 25. juni 2014, foretages følgende ændringer";"lov"
"I lov nr. 608 af 12. juni 2013 om socialtilsyn foretages følgende ændringer:";"608";"2013";"om socialtilsyn foretages følgende ændringer";"lov"
"I lov nr. 588 af 24. juni 2005 om Sund og Bælt Holding A/S, som ændret ved § 1 i lov nr. 581 af 4. maj 2015, foretages følgende ændringer:";"588";"2005";"om Sund og Bælt Holding A/S, som ændret ved § 1 i lov nr. 581 af 4. maj 2015, foretages følgende ændringer";"lov"
"I lov nr. 96 af 31. marts 1965 om ekspropriationer under Trafikministeriet, som ændret ved § 10 i lov nr. 393 af 10. juni 1997 og § 4 i lov nr. 155 af 12. marts 2003, foretages følgende ændring:";"96";"1965";"om ekspropriationer under Trafikministeriet, som ændret ved § 10 i lov nr. 393 af 10. juni 1997 og § 4 i lov nr. 155 af 12. marts 2003, foretages følgende ændring";"lov"
"I lov nr. 151 af 18. februar 2015 om Odense Letbane foretages følgende ændringer:";"151";"2015";"om Odense Letbane foretages følgende ændringer";"lov"
"I lov nr. 552 af 6. juni 2007 om en Cityring, som ændret ved § 1 i lov nr. 526 af 27. maj 2013, § 1 i lov nr. 748 af 25. juni 2014, § 160 i lov nr. 1520 af 27. december 2014 og § 1 i lov nr. 156 af 18. februar 2015, foretages følgende ændring:";"552";"2007";"om en Cityring, som ændret ved § 1 i lov nr. 526 af 27. maj 2013, § 1 i lov nr. 748 af 25. juni 2014, § 160 i lov nr. 1520 af 27. december 2014 og § 1 i lov nr. 156 af 18. februar 2015, foretages følgende ændring";"lov"
"I lov nr. 165 af 26. februar 2014 om letbane på Ring 3 foretages følgende ændring:";"165";"2014";"om letbane på Ring 3 foretages følgende ændring";"lov"
"I lov nr. 719 af 25. juni 2014 om projektering af nyanlæg og hastighedsopgraderinger af en række jernbane-strækninger på hovedbanen og regionalbanerne foretages følgende ændring:";"719";"2014";"om projektering af nyanlæg og hastighedsopgraderinger af en række jernbane-strækninger på hovedbanen og regionalbanerne foretages følgende ændring";"lov"
"I lov nr. 712 af 25. juni 2014 om erhvervsdrivende fonde foretages følgende ændringer:";"712";"2014";"om erhvervsdrivende fonde foretages følgende ændringer";"lov"
"I lov nr. 532 af 29. april 2015 om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om kreditaftaler, lov om finansielle rådgivere, lov om pantebrevsselskaber, lov om realkreditlån og realkreditobligationer m.v. og forskellige andre love (Ret til basal indlånskonto, gennemførelse af ændringer til gennemsigtighedsdirektivet, modernisering af reglerne for indsendelse af årsrapporter, udvidelse af forsikringsselskabers drift af anden virksomhed, præcisering af regulering af refinansieringsrisiko for realkreditobligationer m.v. og gennemførelse af boligkreditdirektivet m.v.) foretages følgende ændring:";"532";"2015";"om ændring af lov om værdipapirhandel m.v., lov om finansiel virksomhed, lov om kreditaftaler, lov om finansielle rådgivere, lov om pantebrevsselskaber, lov om realkreditlån og realkreditobligationer m.v. og forskellige andre love (Ret til basal indlånskonto, gennemførelse af ændringer til gennemsigtighedsdirektivet, modernisering af reglerne for indsendelse af årsrapporter, udvidelse af forsikringsselskabers drift af anden virksomhed, præcisering af regulering af refinansieringsrisiko for realkreditobligationer m.v. og gennemførelse af boligkreditdirektivet m.v.) foretages følgende ændring";"lov"
"I lov nr. 606 af 24. juni 2005 om detailsalg fra butikker m.v., som ændret ved § 4 i lov nr. 391 af 25. maj 2009, lov nr. 543 af 26. maj 2010, § 11 i lov nr. 595 af 14. juni 2011, lov nr. 321 af 3. april 2012 og § 11 i lov nr. 1231 af 18. december 2012, foretages følgende ændring:";"606";"2005";"om detailsalg fra butikker m.v., som ændret ved § 4 i lov nr. 391 af 25. maj 2009, lov nr. 543 af 26. maj 2010, § 11 i lov nr. 595 af 14. juni 2011, lov nr. 321 af 3. april 2012 og § 11 i lov nr. 1231 af 18. december 2012, foretages følgende ændring";"lov"
"I lov nr. 548 af 8. juni 2006 om kommuners og regioners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber, som ændret ved lov nr. 620 af 14. juni 2011, § 16 i lov nr. 1231 af 18. december 2012, § 2 i lov nr. 1234 af 18. december 2012 og lov nr. 81 af 28. januar 2014, foretages følgende ændring:";"548";"2006";"om kommuners og regioners udførelse af opgaver for andre offentlige myndigheder og kommuners og regioners deltagelse i selskaber, som ændret ved lov nr. 620 af 14. juni 2011, § 16 i lov nr. 1231 af 18. december 2012, § 2 i lov nr. 1234 af 18. december 2012 og lov nr. 81 af 28. januar 2014, foretages følgende ændring";"lov"
"I lov nr. 622 af 12. juni 2013 om ændring af forskellige lovbestemmelser om ansøgninger, anmeldelser, anmodninger, meddelelser og erklæringer til offentlige myndigheder (Overgang til obligatorisk digital selvbetjening for borgere, for så vidt angår ansøgning om økonomisk fripladstilskud, meddelelse om valg af læge, ansøgning om navngivning og navneændring, indgivelse af erklæring om faderskab, anmeldelse af cykeltyveri m.v.) foretages følgende ændring:";"622";"2013";"om ændring af forskellige lovbestemmelser om ansøgninger, anmeldelser, anmodninger, meddelelser og erklæringer til offentlige myndigheder (Overgang til obligatorisk digital selvbetjening for borgere, for så vidt angår ansøgning om økonomisk fripladstilskud, meddelelse om valg af læge, ansøgning om navngivning og navneændring, indgivelse af erklæring om faderskab, anmeldelse af cykeltyveri m.v.) foretages følgende ændring";"lov"
"I lov nr. 607 af 12. juni 2013 om tilskud til fremme af vedvarende energi i virksomheders produktionsprocesser, som ændret ved § 4 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer:";"607";"2013";"om tilskud til fremme af vedvarende energi i virksomheders produktionsprocesser, som ændret ved § 4 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer";"lov"
"I lov nr. 576 af 18. juni 2012 om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Støtte til vindmøller på land, biogas og eksisterende industrielle kraftvarmeværker samt forlængelse af puljen til nye VE-teknologier m.v.), som ændret ved § 5 i lov nr. 1390 af 23. december 2012, § 5 i lov nr. 641 af 12. juni 2013, § 12 i lov nr. 903 af 4. juli 2013 og § 7 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer:";"576";"2012";"om ændring af lov om fremme af vedvarende energi, lov om elforsyning, lov om naturgasforsyning og lov om Energinet.dk (Støtte til vindmøller på land, biogas og eksisterende industrielle kraftvarmeværker samt forlængelse af puljen til nye VE-teknologier m.v.), som ændret ved § 5 i lov nr. 1390 af 23. december 2012, § 5 i lov nr. 641 af 12. juni 2013, § 12 i lov nr. 903 af 4. juli 2013 og § 7 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer";"lov"
"I lov nr. 641 af 12. juni 2013 om ændring af lov om fremme af vedvarende energi, lov om elforsyning og ligningsloven (Rammer for kystnære havvindmøller og revision af værditabs- og køberetsordningerne m.v.), som ændret ved § 3 i lov nr. 900 af 4. juli 2013, foretages følgende ændring:";"641";"2013";"om ændring af lov om fremme af vedvarende energi, lov om elforsyning og ligningsloven (Rammer for kystnære havvindmøller og revision af værditabs- og køberetsordningerne m.v.), som ændret ved § 3 i lov nr. 900 af 4. juli 2013, foretages følgende ændring";"lov"
"I lov nr. 903 af 4. juli 2013 om ændring af affalds- og råstofafgiftsloven, lov om kuldioxidafgift af visse energiprodukter, lov om afgift af elektricitet, momsloven og forskellige andre love (Nedsættelse af afgifter på el til erhverv, bortfald af CO 2 -afgift af el for erhverv, nedsættelse af energiafgifter på brændsler til proces, ændret lagerprincip ved deponering af farligt affald, lempelse af momskredittider samt supplerende støtte til eksisterende industrielle kraft-varme-værker), som ændret ved § 9 i lov nr. 93 af 29. januar 2014, foretages følgende ændringer:";"903";"2013";"om ændring af affalds- og råstofafgiftsloven, lov om kuldioxidafgift af visse energiprodukter, lov om afgift af elektricitet, momsloven og forskellige andre love (Nedsættelse af afgifter på el til erhverv, bortfald af CO 2 -afgift af el for erhverv, nedsættelse af energiafgifter på brændsler til proces, ændret lagerprincip ved deponering af farligt affald, lempelse af momskredittider samt supplerende støtte til eksisterende industrielle kraft-varme-værker), som ændret ved § 9 i lov nr. 93 af 29. januar 2014, foretages følgende ændringer";"lov"
"I lov nr. 150 af 13. april 1983 om udenrigstjenesten, som ændret ved lov nr. 331 af 14. maj 1997 og § 1 i lov nr. 410 af 6. juni 2002, foretages følgende ændringer:";"150";"1983";"om udenrigstjenesten, som ændret ved lov nr. 331 af 14. maj 1997 og § 1 i lov nr. 410 af 6. juni 2002, foretages følgende ændringer";"lov"
"I lov nr. 324 af 11. april 2012 om Udbetaling Danmark, som ændret ved § 1 i lov nr. 494 af 21. maj 2013, § 12 i lov nr. 552 af 2. juni 2014 og § 1 i lov nr. 523 af 29. april 2015, foretages følgende ændring:";"324";"2012";"om Udbetaling Danmark, som ændret ved § 1 i lov nr. 494 af 21. maj 2013, § 12 i lov nr. 552 af 2. juni 2014 og § 1 i lov nr. 523 af 29. april 2015, foretages følgende ændring";"lov"
"I lov nr. 174 af 24. februar 2015 om kontantydelse foretages følgende ændring:";"174";"2015";"om kontantydelse foretages følgende ændring";"lov"
