#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov nr. 378 af 6. juni 2002 om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige (Gennemførelse af FN-konventionen til bekæmpelse af finansiering af terrorisme, gennemførelse af FN’s Sikkerhedsråds resolution nr. 1373 (2001) samt øvrige initiativer til bekæmpelse af terrorisme m.v.), som ændret ved § 7 i lov nr. 542 af 8. juni 2006, lov nr. 650 af 15. juni 2010, lov nr. 573 af 18. juni 2012 og lov nr. 635 af 12. juni 2013, foretages følgende ændring:";"378";"2002";"om ændring af straffeloven, retsplejeloven, lov om konkurrence- og forbrugerforhold på telemarkedet, våbenloven, udleveringsloven samt lov om udlevering af lovovertrædere til Finland, Island, Norge og Sverige (Gennemførelse af FN-konventionen til bekæmpelse af finansiering af terrorisme, gennemførelse af FN’s Sikkerhedsråds resolution nr. 1373 (2001) samt øvrige initiativer til bekæmpelse af terrorisme m.v.), som ændret ved § 7 i lov nr. 542 af 8. juni 2006, lov nr. 650 af 15. juni 2010, lov nr. 573 af 18. juni 2012 og lov nr. 635 af 12. juni 2013, foretages følgende ændring";"lov"
"I lov nr. 153 af 26. februar 2011 om ændring af lov om social service (Alarm- eller pejlesystemer over for børn og unge med nedsat psykisk funktionsevne anbragt i døgninstitution eller på opholdssted), som ændret ved lov nr. 1633 af 26. december 2013, foretages følgende ændring:";"153";"2011";"om ændring af lov om social service (Alarm- eller pejlesystemer over for børn og unge med nedsat psykisk funktionsevne anbragt i døgninstitution eller på opholdssted), som ændret ved lov nr. 1633 af 26. december 2013, foretages følgende ændring";"lov"
"I lov nr. 1574 af 15. december 2015 om ændring af lov om spil, lov om afgifter af spil, lov for Grønland om visse spil og forskellige andre love (Natlukning af spillehaller med gevinstgivende spilleautomater og ophævelse af reglen om nedslag i afgiften for udlodninger m.v.) foretages følgende ændringer:";"1574";"2015";"om ændring af lov om spil, lov om afgifter af spil, lov for Grønland om visse spil og forskellige andre love (Natlukning af spillehaller med gevinstgivende spilleautomater og ophævelse af reglen om nedslag i afgiften for udlodninger m.v.) foretages følgende ændringer";"lov"
"I lov nr. 426 af 6. juni 2005 om ændring af selskabsskatteloven og andre skattelove (Nedsættelse af selskabsskatten og globalpuljeprincip i sambeskatningen), som ændret ved § 5 i lov nr. 1182 af 12. december 2005, § 14 i lov nr. 343 af 18. april 2007, § 6 i lov nr. 344 af 18. april 2007 og § 10 i lov nr. 591 af 18. juni 2012, foretages følgende ændringer:";"426";"2005";"om ændring af selskabsskatteloven og andre skattelove (Nedsættelse af selskabsskatten og globalpuljeprincip i sambeskatningen), som ændret ved § 5 i lov nr. 1182 af 12. december 2005, § 14 i lov nr. 343 af 18. april 2007, § 6 i lov nr. 344 af 18. april 2007 og § 10 i lov nr. 591 af 18. juni 2012, foretages følgende ændringer";"lov"
"I lov nr. 521 af 17. juni 2008 om ændring af dødsboskatteloven og forskellige andre love (Forhøjelse af grænser for skattefritagelse, ændringer som følge af arveloven og nye aktieavancebeskatningsregler m.v.) foretages følgende ændring:";"521";"2008";"om ændring af dødsboskatteloven og forskellige andre love (Forhøjelse af grænser for skattefritagelse, ændringer som følge af arveloven og nye aktieavancebeskatningsregler m.v.) foretages følgende ændring";"lov"
"I lov nr. 165 af 26. februar 2014 om letbane på Ring 3, som ændret ved § 130 i lov nr. 686 af 27. maj 2015, foretages følgende ændringer:";"165";"2014";"om letbane på Ring 3, som ændret ved § 130 i lov nr. 686 af 27. maj 2015, foretages følgende ændringer";"lov"
"I lov nr. 551 af 6. juni 2007 om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S, som ændret ved § 1 i lov nr. 632 af 14. juni 2011, § 2 i lov nr. 526 af 27. maj 2013, § 27 i lov nr. 165 af 26. februar 2014 og § 2 i lov nr. 156 af 18. februar 2015, foretages følgende ændring:";"551";"2007";"om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S, som ændret ved § 1 i lov nr. 632 af 14. juni 2011, § 2 i lov nr. 526 af 27. maj 2013, § 27 i lov nr. 165 af 26. februar 2014 og § 2 i lov nr. 156 af 18. februar 2015, foretages følgende ændring";"lov"
"I lov nr. 1520 af 27. december 2014 om offentlige veje m.v., som ændret ved § 2 i lov nr. 1895 af 29. december 2015, foretages følgende ændringer:";"1520";"2014";"om offentlige veje m.v., som ændret ved § 2 i lov nr. 1895 af 29. december 2015, foretages følgende ændringer";"lov"
"I lov nr. 551 af 6. juni 2007 om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S, som ændret bl.a. ved § 1 i lov nr. 632 af 14. juni 2011 og senest ved § 2 i lov nr. 156 af 18. februar 2015, foretages følgende ændringer:";"551";"2007";"om Metroselskabet I/S og Udviklingsselskabet By & Havn I/S, som ændret bl.a. ved § 1 i lov nr. 632 af 14. juni 2011 og senest ved § 2 i lov nr. 156 af 18. februar 2015, foretages følgende ændringer";"lov"
"I lov nr. 609 af 12. juni 2013 om elektrificering af jernbanen foretages følgende ændringer:";"609";"2013";"om elektrificering af jernbanen foretages følgende ændringer";"lov"
"I lov nr. 552 af 6. juni 2007 om en cityring, som ændret ved § 1 i lov nr. 526 af 27. maj 2013, § 1 i lov nr. 748 af 25. juni 2014, § 160 i lov nr. 1520 af 27. december 2014, § 1 i lov nr. 156 af 18. februar 2015 og § 129 i lov nr. 686 af 27. maj 2015, foretages følgende ændring:";"552";"2007";"om en cityring, som ændret ved § 1 i lov nr. 526 af 27. maj 2013, § 1 i lov nr. 748 af 25. juni 2014, § 160 i lov nr. 1520 af 27. december 2014, § 1 i lov nr. 156 af 18. februar 2015 og § 129 i lov nr. 686 af 27. maj 2015, foretages følgende ændring";"lov"
"I lov nr. 1482 af 23. december 2014 om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret ved § 3 i lov nr. 1868 af 29. december 2015 og § 2 i lov nr. 456 af 25. maj 2016, foretages følgende ændringer:";"1482";"2014";"om organisering og understøttelse af beskæftigelsesindsatsen m.v., som ændret ved § 3 i lov nr. 1868 af 29. december 2015 og § 2 i lov nr. 456 af 25. maj 2016, foretages følgende ændringer";"lov"
"I lov nr. 300 af 22. marts 2016 om ændring af lov om aktiv socialpolitik, integrationsloven og forskellige andre love (Udvidelse af personkredsen for modtagelse af integrationsydelse m.v.) foretages følgende ændring:";"300";"2016";"om ændring af lov om aktiv socialpolitik, integrationsloven og forskellige andre love (Udvidelse af personkredsen for modtagelse af integrationsydelse m.v.) foretages følgende ændring";"lov"
"I lov nr. 1565 af 20. december 2006 om ændring af færdselsloven og pasloven (Måling og vejning af børn, reservation af parkeringspladser til bestemte køretøjer og betaling af pasgebyr) foretages følgende ændring:";"1565";"2006";"om ændring af færdselsloven og pasloven (Måling og vejning af børn, reservation af parkeringspladser til bestemte køretøjer og betaling af pasgebyr) foretages følgende ændring";"lov"
"I lov nr. 1587 af 20. december 2006 om ændring af lov om Arbejdsmarkedets Tillægspension og forskellige andre love (Ændringer som følge af gradvis forhøjelse af efterløns- og folkepensionsalderen m.v.), som ændret ved § 3 i lov nr. 496 af 6. juni 2007, foretages følgende ændring:";"1587";"2006";"om ændring af lov om Arbejdsmarkedets Tillægspension og forskellige andre love (Ændringer som følge af gradvis forhøjelse af efterløns- og folkepensionsalderen m.v.), som ændret ved § 3 i lov nr. 496 af 6. juni 2007, foretages følgende ændring";"lov"
