#TYPE Selected.System.Text.RegularExpressions.Match
"Value";"Number";"Year";"Title";"DocType"
"I lov om fremme af energibesparelser i bygninger, jf. lovbekendtgørelse nr. 636 af 19. juni 2012, som ændret ved lov nr. 1346 af 3. december 2013, § 5 i lov nr. 345 af 8. april 2014, § 44 i lov nr. 401 af 28. april 2014 og § 68 i lov nr. 526 af 28. maj 2014, foretages følgende ændringer:";"636";"2012";"lov om fremme af energibesparelser i bygninger";"lovbekendtgørelse"
"I lov om fjernkøling, jf. lovbekendtgørelse nr. 1190 af 10. november 2014, foretages følgende ændringer:";"1190";"2014";"lov om fjernkøling";"lovbekendtgørelse"
"I lov om fremme af besparelser i energiforbruget, jf. lovbekendtgørelse nr. 1065 af 12. november 2012, som ændret ved § 1 i lov nr. 345 af 8. april 2014 og § 6 i lov nr. 1498 af 23. december 2014, foretages følgende ændringer:";"1065";"2012";"lov om fremme af besparelser i energiforbruget";"lovbekendtgørelse"
"I lov om fremme af vedvarende energi, jf. lovbekendtgørelse nr. 122 af 6. februar 2015, som ændret ved § 1 i lov nr. 576 af 18. juni 2012, lov nr. 900 af 4. juli 2013 og § 1 i lov nr. 744 af 1. juni 2015, foretages følgende ændringer:";"122";"2015";"lov om fremme af vedvarende energi";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 1529 af 23. november 2015, som ændret ved § 1 i lov nr. 179 af 24. februar 2015, foretages følgende ændringer:";"1529";"2015";"lov om planlægning";"lovbekendtgørelse"
"I lov om midlertidig regulering af boligforholdene, jf. lovbekendtgørelse nr. 810 af 1. juli 2015, foretages følgende ændringer:";"810";"2015";"lov om midlertidig regulering af boligforholdene";"lovbekendtgørelse"
"I straffeloven, jf. lovbekendtgørelse nr. 873 af 9. juli 2015, foretages følgende ændringer:";"873";"2015";"straffeloven";"lovbekendtgørelse"
"I lov om Politiets Efterretningstjeneste (PET), jf. lovbekendtgørelse nr. 1600 af 19. december 2014, foretages følgende ændring:";"1600";"2014";"lov om Politiets Efterretningstjeneste (PET)";"lovbekendtgørelse"
"I toldloven, jf. lovbekendtgørelse nr. 867 af 13. september 2005, som ændret bl.a. ved lov nr. 1573 af 20. december 2006 og senest ved § 8 i lov nr. 1637 af 26. december 2013, foretages følgende ændringer:";"867";"2005";"toldloven";"lovbekendtgørelse"
"I lov om fødevarer, jf. lovbekendtgørelse nr. 467 af 15. maj 2014, foretages følgende ændringer:";"467";"2014";"lov om fødevarer";"lovbekendtgørelse"
"I kursgevinstloven, jf. lovbekendtgørelse nr. 1113 af 18. september 2013, som ændret ved § 20 i lov nr. 268 af 25. marts 2014, § 3 i lov nr. 1375 af 16. december 2014 og § 2 i lov nr. 202 af 27. februar 2015, foretages følgende ændringer:";"1113";"2013";"kursgevinstloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1081 af 7. september 2015, som ændret ved lov nr. 997 af 30. august 2015 og § 5 i lov nr. 1574 af 15. december 2015, foretages følgende ændringer:";"1081";"2015";"ligningsloven";"lovbekendtgørelse"
"I pensionsafkastbeskatningsloven, jf. lovbekendtgørelse nr. 1126 af 10. oktober 2014, som ændret ved § 2 i lov nr. 1531 af 27. december 2014, foretages følgende ændringer:";"1126";"2014";"pensionsafkastbeskatningsloven";"lovbekendtgørelse"
"I pensionsbeskatningsloven, jf. lovbekendtgørelse nr. 1088 af 3. september 2015, foretages følgende ændringer:";"1088";"2015";"pensionsbeskatningsloven";"lovbekendtgørelse"
"I skattekontrolloven, jf. lovbekendtgørelse nr. 1264 af 31. oktober 2013, som ændret bl.a. ved § 3 i lov nr. 926 af 18. september 2012 og senest ved § 4 i lov nr. 739 af 1. juni 2015, foretages følgende ændringer:";"1264";"2013";"skattekontrolloven";"lovbekendtgørelse"
"I statsskatteloven, lov nr. 149 af 10. april 1922, som ændret bl.a. ved § 22 i lov nr. 190 af 31. maj 1968 og senest ved § 64 i lov nr. 428 af 6. juni 2005, foretages følgende ændring:";"149";"1922";"statsskatteloven";"lov"
"I lov om vurdering af landets faste ejendomme, jf. lovbekendtgørelse nr. 1067 af 30. august 2013, som ændret ved § 13 i lov nr. 649 af 12. juni 2013, § 1 i lov nr. 1635 af 26. december 2013 og § 1 i lov nr. 1535 af 27. december 2014, foretages følgende ændringer:";"1067";"2013";"lov om vurdering af landets faste ejendomme";"lovbekendtgørelse"
"I skattekontrolloven, jf. lovbekendtgørelse nr. 1264 af 31. oktober 2013, som ændret bl.a. ved § 1 i lov nr. 1634 af 26. december 2013 og § 2 i lov nr. 1376 af 16. december 2014 og senest ved § 4 i lov nr. 739 af 1. juni 2015, foretages følgende ændringer:";"1264";"2013";"skattekontrolloven";"lovbekendtgørelse"
"I arbejdsmarkedsbidragsloven, lov nr. 471 af 12. juni 2009, som ændret ved § 3 i lov nr. 1278 af 16. december 2009, § 4 i lov nr. 1382 af 28. december 2011 og § 4 i lov nr. 1500 af 18. december 2013, foretages følgende ændring:";"471";"2009";"arbejdsmarkedsbidragsloven";"lov"
"I kildeskatteloven, jf. lovbekendtgørelse nr. 1403 af 7. december 2010, som ændret bl.a. ved § 11 i lov nr. 118 af 7. februar 2012, § 3 i lov nr. 922 af 18. september 2012 og § 2 i lov nr. 1354 af 21. december 2012 og senest ved § 1 i lov nr. 202 af 27. februar 2015, foretages følgende ændringer:";"1403";"2010";"kildeskatteloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1081 af 7. september 2015, som ændret ved lov nr. 997 af 30. august 2015, og § 5 i lov nr. 1574 af 15. december 2015, foretages følgende ændring:";"1081";"2015";"ligningsloven";"lovbekendtgørelse"
"I pensionsbeskatningsloven, jf. lovbekendtgørelse nr. 1088 af 3. september 2015, foretages følgende ændring:";"1088";"2015";"pensionsbeskatningsloven";"lovbekendtgørelse"
"I kildeskatteloven, jf. lovbekendtgørelse nr. 1403 af 7. december 2010, som ændret bl.a. ved § 2 i lov nr. 590 af 18. juni 2012 og § 2 i lov nr. 927 af 18. september 2012 og senest ved § 1 i lov nr. 202 af 27. februar 2015, foretages følgende ændringer:";"1403";"2010";"kildeskatteloven";"lovbekendtgørelse"
"I momsloven, jf. lovbekendtgørelse nr. 106 af 23. januar 2013, som ændret senest ved § 3 i lov nr. 578 af 4. maj 2015, foretages følgende ændringer:";"106";"2013";"momsloven";"lovbekendtgørelse"
"I skattekontrolloven, jf. lovbekendtgørelse nr. 1264 af 31. oktober 2013, som ændret senest ved § 4 i lov nr. 739 af 1. juni 2015, foretages følgende ændringer:";"1264";"2013";"skattekontrolloven";"lovbekendtgørelse"
"I tonnageskatteloven, jf. lovbekendtgørelse nr. 945 af 6. august 2015, foretages følgende ændringer:";"945";"2015";"tonnageskatteloven";"lovbekendtgørelse"
"I sømandsbeskatningsloven, lov nr. 386 af 27. maj 2005, som ændret bl.a. ved § 12 i lov nr. 343 af 18. april 2007 og senest ved § 2 i lov nr. 622 af 14. juni 2011, foretages følgende ændringer:";"386";"2005";"sømandsbeskatningsloven";"lov"
"I lov om kommunal ejendomsskat, jf. lovbekendtgørelse nr. 1104 af 22. august 2013, foretages følgende ændring:";"1104";"2013";"lov om kommunal ejendomsskat";"lovbekendtgørelse"
"I lov om vurdering af landets faste ejendomme, jf. lovbekendtgørelse nr. 1067 af 30. august 2013, som ændret ved § 13 i lov nr. 649 af 12. juni 2013, § 1 i lov nr. 1635 af 26. december 2013 og lov nr. 1535 af 27. december 2014, foretages følgende ændringer:";"1067";"2013";"lov om vurdering af landets faste ejendomme";"lovbekendtgørelse"
"I momsloven, jf. lovbekendtgørelse nr. 106 af 23. januar 2013, som ændret bl.a. ved § 2 i lov nr. 1637 af 26. december 2013 og § 1 i lov nr. 554 af 2. juni 2014 og senest ved § 3 i lov nr. 578 af 4. maj 2015, foretages følgende ændringer:";"106";"2013";"momsloven";"lovbekendtgørelse"
"I lov om afgift af ansvarsforsikringer for motorkøretøjer m.v., jf. lovbekendtgørelse nr. 216 af 12. marts 2007, som ændret ved § 8 i lov nr. 1344 af 19. december 2008 og § 20 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"216";"2007";"lov om afgift af ansvarsforsikringer for motorkøretøjer m.v.";"lovbekendtgørelse"
"I lov om afgift af lystfartøjsforsikringer, jf. lovbekendtgørelse nr. 1082 af 10. november 2005, som ændret ved § 84 i lov nr. 1336 af 19. december 2008 og § 9 i lov nr. 1394 af 23. december 2012, foretages følgende ændringer:";"1082";"2005";"lov om afgift af lystfartøjsforsikringer";"lovbekendtgørelse"
"I lov om registrering af køretøjer, jf. lovbekendtgørelse nr. 16 af 9. januar 2013, foretages følgende ændringer:";"16";"2013";"lov om registrering af køretøjer";"lovbekendtgørelse"
"I arbejdsmarkedsbidragsloven, lov nr. 471 af 12. juni 2009, som ændret ved § 3 i lov nr. 1278 af 16. december 2009, § 4 i lov nr. 1382 af 28. december 2011 og § 4 i lov nr. 1500 af 18. december 2013, foretages følgende ændring:";"471";"2009";"arbejdsmarkedsbidragsloven";"lov"
"I boafgiftsloven, jf. lovbekendtgørelse nr. 47 af 12. januar 2015, som ændret ved § 2 i lov nr. 540 af 29. april 2015, foretages følgende ændring:";"47";"2015";"boafgiftsloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1081 af 7. september 2015, som ændret ved lov nr. 997 af 30. august 2015 og § 5 i lov nr. 1574 af 15. december 2015, foretages følgende ændringer:";"1081";"2015";"ligningsloven";"lovbekendtgørelse"
"I pensionsafkastbeskatningsloven, jf. lovbekendtgørelse nr. 1126 af 10. oktober 2014, som ændret ved § 2 i lov nr. 1531 af 27. december 2014, foretages følgende ændring:";"1126";"2014";"pensionsafkastbeskatningsloven";"lovbekendtgørelse"
"I pensionsbeskatningsloven, jf. lovbekendtgørelse nr. 1088 af 3. september 2015, foretages følgende ændringer:";"1088";"2015";"pensionsbeskatningsloven";"lovbekendtgørelse"
"I personskatteloven, jf. lovbekendtgørelse nr. 1163 af 8. oktober 2015, som ændret ved § 6 i lov nr. 1574 af 15. december 2015, foretages følgende ændringer:";"1163";"2015";"personskatteloven";"lovbekendtgørelse"
"I lov om energiafgift af mineralolieprodukter m.v., jf. lovbekendtgørelse nr. 1118 af 26. september 2014, som ændret senest ved § 18 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"1118";"2014";"lov om energiafgift af mineralolieprodukter m.v.";"lovbekendtgørelse"
"I spiritusafgiftsloven, jf. lovbekendtgørelse nr. 1239 af 22. oktober 2007, som ændret bl.a. ved § 5 i lov nr. 1361 af 8. december 2010 og senest ved § 26 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"1239";"2007";"spiritusafgiftsloven";"lovbekendtgørelse"
"I tobaksafgiftsloven, jf. lovbekendtgørelse nr. 379 af 1. april 2014, som ændret ved § 9 i lov nr. 1174 af 5. november 2014 og § 28 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"379";"2014";"tobaksafgiftsloven";"lovbekendtgørelse"
"I lov om afgift af vejbenyttelse, jf. lovbekendtgørelse nr. 896 af 15. august 2011, som ændret ved § 29 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"896";"2011";"lov om afgift af vejbenyttelse";"lovbekendtgørelse"
"I øl- og vinafgiftsloven, jf. lovbekendtgørelse nr. 1062 af 26. august 2013, som ændret ved § 15 i lov nr. 1634 af 26. december 2013 og § 32 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"1062";"2013";"øl- og vinafgiftsloven";"lovbekendtgørelse"
"I registreringsafgiftsloven, jf. lovbekendtgørelse nr. 29 af 10. januar 2014, som ændret ved § 1 i lov nr. 1503 af 23. december 2014 og § 24 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"29";"2014";"registreringsafgiftsloven";"lovbekendtgørelse"
"I brændstofforbrugsafgiftsloven, jf. lovbekendtgørelse nr. 40 af 16. januar 2014, som ændret ved § 1 i lov nr. 1386 af 21. december 2009, § 2 i lov nr. 1503 af 23. december 2014 og § 3 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"40";"2014";"brændstofforbrugsafgiftsloven";"lovbekendtgørelse"
"I lov om vægtafgift af motorkøretøjer m.v., jf. lovbekendtgørelse nr. 185 af 18. februar 2014, som ændret ved § 2 i lov nr. 745 af 25. juni 2014, § 3 i lov nr. 1503 af 23. december 2014, § 30 i lov nr. 1532 af 27. december 2014 og § 6 i lov nr. 540 af 29. april 2015, foretages følgende ændringer:";"185";"2014";"lov om vægtafgift af motorkøretøjer m.v.";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1081 af 7. september 2015, som ændret ved lov nr. 997 af 30. august 2015 og § 5 i lov nr. 1574 af 15. december 2015, foretages følgende ændring:";"1081";"2015";"ligningsloven";"lovbekendtgørelse"
"I registreringsafgiftsloven, jf. lovbekendtgørelse nr. 29 af 10. januar 2014, som ændret ved § 1 i lov nr. 1503 af 23. december 2014 og § 24 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"29";"2014";"registreringsafgiftsloven";"lovbekendtgørelse"
"I lov om afgift af kvælstofoxider, jf. lovbekendtgørelse nr. 1072 af 26. august 2013, som ændret ved § 1 i lov nr. 1385 af 28. december 2011, § 6 i lov nr. 555 af 2. juni 2014 og § 16 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"1072";"2013";"lov om afgift af kvælstofoxider";"lovbekendtgørelse"
"I lov om afgift af elektricitet, jf. lovbekendtgørelse nr. 310 af 1. april 2011, som ændret bl.a. ved § 1 i lov nr. 625 af 14. juni 2011, § 1 i lov nr. 70 af 30. januar 2013, § 3 i lov nr. 903 af 4. juli 2013, § 1 i lov nr. 555 af 2. juni 2014 og § 7 i lov nr. 1532 af 27. december 2014 og senest ved § 1 i lov nr. 578 af 4. maj 2015, foretages følgende ændringer:";"310";"2011";"lov om afgift af elektricitet";"lovbekendtgørelse"
"I lov om kuldioxidafgift af visse energiprodukter, jf. lovbekendtgørelse nr. 321 af 4. april 2011, som ændret bl.a. ved § 2 i lov nr. 903 af 4. juli 2013 og senest ved § 6 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"321";"2011";"lov om kuldioxidafgift af visse energiprodukter";"lovbekendtgørelse"
"I lov om afgift af ledningsført vand, jf. lovbekendtgørelse nr. 962 af 27. juni 2013, som ændret ved § 8 i lov nr. 924 af 18. september 2012, § 14 i lov nr. 1634 af 26. december 2013 og § 2 i lov nr. 538 af 29. april 2015, foretages følgende ændringer:";"962";"2013";"lov om afgift af ledningsført vand";"lovbekendtgørelse"
"I lov om energiafgift af mineralolieprodukter m.v., jf. lovbekendtgørelse nr. 1118 af 26. september 2014, som ændret senest ved § 18 i lov nr. 1532 af 27. december 2014, foretages følgende ændring:";"1118";"2014";"lov om energiafgift af mineralolieprodukter m.v.";"lovbekendtgørelse"
"I lov om afgift af spildevand, jf. lovbekendtgørelse nr. 938 af 27. juni 2013, som ændret ved § 1 i lov nr. 522 af 12. juni 2009, foretages følgende ændringer:";"938";"2013";"lov om afgift af spildevand";"lovbekendtgørelse"
"I lov om afgift af svovl, jf. lovbekendtgørelse nr. 335 af 18. marts 2015, foretages følgende ændring:";"335";"2015";"lov om afgift af svovl";"lovbekendtgørelse"
"I lov om social service, jf. lovbekendtgørelse nr. 1284 af 17. november 2015, som ændret ved § 1 i lov nr. 495 af 21. maj 2013, § 1 i lov nr. 722 af 25. juni 2014 og lov nr. 1576 af 15. december 2015, foretages følgende ændringer:";"1284";"2015";"lov om social service";"lovbekendtgørelse"
"I lov om fremgangsmåden ved ekspropriation vedrørende fast ejendom, jf. lovbekendtgørelse nr. 1161 af 20. november 2008, som ændret ved § 142 i lov nr. 1520 af 27. december 2014, foretages følgende ændring:";"1161";"2008";"lov om fremgangsmåden ved ekspropriation vedrørende fast ejendom";"lovbekendtgørelse"
"I lov om luftfart, jf. lovbekendtgørelse nr. 1036 af 28. august 2013, som ændret ved lov nr. 1114 af 29. december 1997, § 5 i lov nr. 542 af 8. juni 2006, § 6 i lov nr. 736 af 25. juni 2014 og § 9 i lov nr. 742 af 1. juni 2015, foretages følgende ændringer:";"1036";"2013";"lov om luftfart";"lovbekendtgørelse"
"I kildeskatteloven, jf. lovbekendtgørelse nr. 1403 af 7. december 2010, som ændret bl.a. ved § 5 i lov nr. 433 af 16. maj 2012 og senest ved § 3 i lov nr. 1522 af 27. december 2014, foretages følgende ændringer:";"1403";"2010";"kildeskatteloven";"lovbekendtgørelse"
"I kursgevinstloven, jf. lovbekendtgørelse nr. 1113 af 18. september 2013, som ændret ved § 20 i lov nr. 268 af 25. marts 2014 og § 3 i lov nr. 1375 af 16. december 2014, foretages følgende ændringer:";"1113";"2013";"kursgevinstloven";"lovbekendtgørelse"
"I selskabsskatteloven, jf. lovbekendtgørelse nr. 149 af 9. januar 2015, foretages følgende ændringer:";"149";"2015";"selskabsskatteloven";"lovbekendtgørelse"
"I virksomhedsskatteloven, jf. lovbekendtgørelse nr. 1114 af 18. september 2013, som ændret ved § 9 i lov nr. 792 af 28. juni 2013 og § 1 i lov nr. 992 af 16. september 2014, foretages følgende ændring:";"1114";"2013";"virksomhedsskatteloven";"lovbekendtgørelse"
"I afskrivningsloven, jf. lovbekendtgørelse nr. 1106 af 9. september 2014, foretages følgende ændringer:";"1106";"2014";"afskrivningsloven";"lovbekendtgørelse"
"I aktieavancebeskatningsloven, jf. lovbekendtgørelse nr. 92 af 17. januar 2015, foretages følgende ændringer:";"92";"2015";"aktieavancebeskatningsloven";"lovbekendtgørelse"
"I dødsboskatteloven, jf. lovbekendtgørelse nr. 333 af 2. april 2012, som ændret senest ved § 7 i lov nr. 1354 af 21. december 2012, § 4 i lov nr. 1394 af 23. december 2012, § 7 i lov nr. 1395 af 23. december 2012 og § 4 i lov nr. 792 af 28. juni 2013, foretages følgende ændring:";"333";"2012";"dødsboskatteloven";"lovbekendtgørelse"
"I ejendomsavancebeskatningsloven, jf. lovbekendtgørelse nr. 1200 af 30. september 2013, foretages følgende ændringer:";"1200";"2013";"ejendomsavancebeskatningsloven";"lovbekendtgørelse"
"I fusionsskatteloven, jf. lovbekendtgørelse nr. 1120 af 14. november 2012, som ændret senest ved § 1 i lov nr. 274 af 26. marts 2014, foretages følgende ændring:";"1120";"2012";"fusionsskatteloven";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1041 af 15. september 2014, som ændret senest ved § 1 i lov nr. 1534 af 27. december 2014, foretages følgende ændringer:";"1041";"2014";"ligningsloven";"lovbekendtgørelse"
"I lov om planlægning, jf. lovbekendtgørelse nr. 587 af 27. maj 2013, som ændret bl.a. ved § 3 i lov nr. 1630 af 26. december 2013 og § 1 i lov nr. 1529 af 27. december 2014 og senest ved § 1 i lov nr. 1530 af 27. december 2014, foretages følgende ændringer:";"587";"2013";"lov om planlægning";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1023 af 21. august 2013, som ændret ved lov nr. 123 af 23. februar 2011, lov nr. 1609 af 26. december 2013, lov nr. 263 af 24. marts 2014, § 1 i lov nr. 402 af 28. april 2014 og § 8 i lov nr. 722 af 25. juni 2014, foretages følgende ændring:";"1023";"2013";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1023 af 21. august 2013, som ændret ved lov nr. 123 af 23. februar 2011, lov nr. 1609 af 26. december 2013, lov nr. 263 af 24. marts 2014, § 1 i lov nr. 402 af 28. april 2014 og § 8 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"1023";"2013";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1023 af 21. august 2013, som ændret ved lov nr. 123 af 23. februar 2011, lov nr. 1609 af 26. december 2013, lov nr. 263 af 24. marts 2014, § 1 i lov nr. 402 af 28. april 2014 og § 8 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"1023";"2013";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om almene boliger m.v., jf. lovbekendtgørelse nr. 1023 af 21. august 2013, som ændret ved lov nr. 123 af 23. februar 2011, lov nr. 1609 af 26. december 2013, lov nr. 263 af 24. marts 2014, § 1 i lov nr. 402 af 28. april 2014 og § 8 i lov nr. 722 af 25. juni 2014, foretages følgende ændringer:";"1023";"2013";"lov om almene boliger m.v.";"lovbekendtgørelse"
"I lov om arbejdsløshedsforsikring m.v., jf. lovbekendt­gørelse nr. 348 af 8. april 2014, som ændret senest ved § 4 i lov nr. 1531 af 27. december 2014, foretages følgende ændringer:";"348";"2014";"lov om arbejdsløshedsforsikring m.v.";"lovbekendt­gørelse"
"I lov om leje af erhvervslokaler m.v. (erhvervslejeloven), jf. lovbekendtgørelse nr. 1714 af 16. december 2010, som ændret ved § 3 i lov nr. 270 af 19. marts 2013 og § 5 i lov nr. 439 af 6. maj 2014, foretages følgende ændringer:";"1714";"2010";"lov om leje af erhvervslokaler m.v. (erhvervslejeloven)";"lovbekendtgørelse"
"I forældreansvarsloven, jf. lovbekendtgørelse nr. 1085 af 7. oktober 2014, som ændret ved § 2 i lov nr. 1525 af 27. december 2014, foretages følgende ændringer:";"1085";"2014";"forældreansvarsloven";"lovbekendtgørelse"
"I retsplejeloven, jf. lovbekendtgørelse nr. 1308 af 9. december 2014, som ændret ved § 1 i lov nr. 1242 af 18. december 2012 og § 3 i lov nr. 176 af 24. februar 2015, foretages følgende ændring:";"1308";"2014";"retsplejeloven";"lovbekendtgørelse"
"I udlændingeloven, jf. lovbekendtgørelse nr. 1021 af 19. september 2014, som ændret senest ved § 2 i lov nr. 176 af 24. februar 2015, foretages følgende ændringer:";"1021";"2014";"udlændingeloven";"lovbekendtgørelse"
"I momsloven, jf. lovbekendtgørelse nr. 106 af 23. januar 2013, som ændret senest ved § 19 i lov nr. 1532 af 27. december 2014, foretages følgende ændringer:";"106";"2013";"momsloven";"lovbekendtgørelse"
"I lov om statens voksenuddannelsesstøtte (SVU), jf. lovbekendtgørelse nr. 364 af 9. april 2014, foretages følgende ændringer:";"364";"2014";"lov om statens voksenuddannelsesstøtte (SVU)";"lovbekendtgørelse"
"I lov om en aktiv beskæftigelsesindsats, jf. lovbekendtgørelse nr. 990 af 12. september 2014, som ændret ved § 2 i lov nr. 720 af 25. juni 2014, § 1 i lov nr. 1486 af 23. december 2014, § 1 i lov nr. 1487 af 23. december 2014 og § 28 i lov nr. 174 af 24. februar 2015, foretages følgende ændring:";"990";"2014";"lov om en aktiv beskæftigelsesindsats";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1041 af 15. september 2014, som ændret senest ved § 10 i lov nr. 202 af 27. februar 2015, foretages følgende ændring:";"1041";"2014";"ligningsloven";"lovbekendtgørelse"
"I lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v., jf. lovbekendtgørelse nr. 880 af 8. august 2011, som ændret senest ved § 1 i lov nr. 1540 af 27. december 2014, foretages følgende ændring:";"880";"2011";"lov om institutioner for almengymnasiale uddannelser og almen voksenuddannelse m.v.";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret ved § 2 i lov nr. 512 af 17. juni 2008, § 1 i lov nr. 268 af 25. marts 2014, § 1 i lov nr. 403 af 28. april 2014 og § 1 i lov nr. 1490 af 23. december 2014, foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I varemærkeloven, jf. lovbekendtgørelse nr. 109 af 24. januar 2012, som ændret ved § 4 i lov nr. 1387 af 23. december 2012 og § 30 i lov nr. 639 af 12. juni 2013, foretages følgende ændringer:";"109";"2012";"varemærkeloven";"lovbekendtgørelse"
"I designloven, jf. lovbekendtgørelse nr. 102 af 24. januar 2012, som ændret ved § 3 i lov nr. 1387 af 23. december 2012 og § 21 i lov nr. 639 af 12. juni 2013, foretages følgende ændringer:";"102";"2012";"designloven";"lovbekendtgørelse"
"I patentloven, jf. lovbekendtgørelse nr. 108 af 24. januar 2012, som ændret ved § 29 i lov nr. 639 af 12. juni 2013 og § 5 i lov nr. 551 af 2. juni 2014, foretages følgende ændringer:";"108";"2012";"patentloven";"lovbekendtgørelse"
"I lov om brugsmodeller, jf. lovbekendtgørelse nr. 106 af 24. januar 2012, som ændret ved § 24 i lov nr. 639 af 12. juni 2013 og § 6 i lov nr. 551 af 2. juni 2014, foretages følgende ændringer:";"106";"2012";"lov om brugsmodeller";"lovbekendtgørelse"
"I lov om leje, jf. lovbekendtgørelse nr. 963 af 11. august 2010, som ændret bl.a. ved § 148 i lov nr. 1336 af 19. december 2008, § 1 i lov nr. 270 af 19. marts 2013 og § 2 i lov nr. 901 af 4. juli 2013 og senest ved § 1 i lov nr. 439 af 6. maj 2014, foretages følgende ændringer:";"963";"2010";"lov om leje";"lovbekendtgørelse"
"I lov om midlertidig regulering af boligforholdene, jf. lovbekendtgørelse nr. 962 af 11. august 2010, som ændret bl.a. ved § 2 i lov nr. 270 af 19. marts 2013 og senest ved § 2 i lov nr. 439 af 6. maj 2014, foretages følgende ændringer:";"962";"2010";"lov om midlertidig regulering af boligforholdene";"lovbekendtgørelse"
"I lov om tvungen administration af udlejningsejendomme, jf. lovbekendtgørelse nr. 884 af 17. september 2009, foretages følgende ændringer:";"884";"2009";"lov om tvungen administration af udlejningsejendomme";"lovbekendtgørelse"
"I lov om byfornyelse og udvikling af byer, jf. lovbekendtgørelse nr. 863 af 3. juli 2014, som ændret ved lov nr. 1366 af 16. december 2014 og § 156 i lov nr. 1520 af 27. december 2014, foretages følgende ændringer:";"863";"2014";"lov om byfornyelse og udvikling af byer";"lovbekendtgørelse"
"I lov om finansiel virksomhed, jf. lovbekendtgørelse nr. 182 af 18. februar 2015, som ændret ved § 2 i lov nr. 512 af 17. juni 2008, § 1 i lov nr. 268 af 25. marts 2014, § 1 i lov nr. 403 af 28. april 2014 og § 1 i lov nr. 1490 af 23. december 2014, og som ændres ved § 1 i det af Folketinget den 24. marts 2015 vedtagne forslag til lov om ændring af lov om finansiel virksomhed (Gennemførelse af solvens II- og omnibus II-direktivet), foretages følgende ændringer:";"182";"2015";"lov om finansiel virksomhed";"lovbekendtgørelse"
"I lov om finansiel stabilitet, jf. lovbekendtgørelse nr. 875 af 15. september 2009, som ændret ved § 14 i lov nr. 516 af 12. juni 2009, § 7 i lov nr. 1273 af 16. december 2009, § 1 i lov nr. 721 af 25. juni 2010, § 14 i lov nr. 1556 af 21. december 2010, § 2 i lov nr. 619 af 14. juni 2011, § 4 i lov nr. 273 af 27. marts 2012, § 51 i lov nr. 1231 af 18. december 2012, § 16 i lov nr. 1287 af 19. december 2012, § 3 i lov nr. 1613 af 26. december 2013 og § 18 i lov nr. 268 af 25. marts 2014, foretages følgende ændringer:";"875";"2009";"lov om finansiel stabilitet";"lovbekendtgørelse"
"I lov om en garantifond for indskydere og investorer, jf. lovbekendtgørelse nr. 1271 af 4. november 2013, som ændret ved § 14 i lov nr. 403 af 28. april 2014, foretages følgende ændringer:";"1271";"2013";"lov om en garantifond for indskydere og investorer";"lovbekendtgørelse"
"I lov om værdipapirhandel m.v., jf. lovbekendtgørelse nr. 831 af 12. juni 2014, som ændret ved § 2 i lov nr. 1490 af 23. december 2014, foretages følgende ændring:";"831";"2014";"lov om værdipapirhandel m.v.";"lovbekendtgørelse"
"I ligningsloven, jf. lovbekendtgørelse nr. 1041 af 15. september 2014, som ændret senest ved § 10 i lov nr. 202 af 27. februar 2015, foretages følgende ændringer:";"1041";"2014";"ligningsloven";"lovbekendtgørelse"
